unique_id,time,x,y,crop_type,red,nir,swir16,swir22,blue,green,rededge1,rededge2,rededge3,nir08
PIXEL_0001,2018-01-01 00:00:00.000,274312.19215568824,763161.2566661848,cocoa,0.18539855782645748,0.47062072238881575,0.4232302844255375,0.24829414798840763,0.24014464075531794,0.22065598146326412,0.3221803157647245,0.4829404286831005,0.44933021203433504,0.47760696845943806
PIXEL_0001,2018-01-09 00:00:00.000,274312.19215568824,763161.2566661848,cocoa,0.22003790654019084,0.5329219657038481,0.30997452396969394,0.32310382391923936,0.26678660271410193,0.2945037718365297,0.5251355192585804,0.5028241088042733,0.4236082201980918,0.42288587628688074
PIXEL_0001,2018-01-17 00:00:00.000,274312.19215568824,763161.2566661848,cocoa,0.2504916289487766,0.6304132155653092,0.29003514788354423,0.33194073296073734,0.33838515074990055,0.3481620751920407,0.3508083119126963,0.461882996711848,0.5147346443968176,0.5788104171851389
PIXEL_0001,2018-01-25 00:00:00.000,274312.19215568824,763161.2566661848,cocoa,0.25956598342386183,0.4871986453713339,0.3812972100490708,0.3224995399034991,0.2926864343944863,0.4203410625846123,0.4011407772310346,0.5041583299682335,0.4800099185666225,0.5698810351253937
PIXEL_0001,2018-02-02 00:00:00.000,274312.19215568824,763161.2566661848,cocoa,0.3009392523156243,0.6700610810210865,0.4485834204218253,0.3649323891376418,0.35056859081138314,0.2891494378733768,0.40698187283990167,0.5068309807541881,0.534892804207952,0.541206791770511
PIXEL_0001,2018-02-10 00:00:00.000,274312.19215568824,763161.2566661848,cocoa,0.216496352120377,0.5735017634670571,0.3680563757933454,0.30058897604229806,0.25915782494139433,0.31271203162031785,0.42984589749860935,0.5349157280263013,0.5720659333551764,0.592741041465144
PIXEL_0001,2018-02-18 00:00:00.000,274312.19215568824,763161.2566661848,cocoa,0.3495259999061112,0.6346990976123702,0.458763671089102,0.3610413802381499,0.3345240022128808,0.4046657242548728,0.47579894484830526,0.4894283311167828,0.6508263564188511,0.6387927917507018
PIXEL_0001,2018-02-26 00:00:00.000,274312.19215568824,763161.2566661848,cocoa,0.257032305744152,0.7223573490888019,0.4705767092300165,0.3831103720004825,0.22624622776338463,0.39655295628079473,0.5033865398116588,0.6306927141646794,0.6743097069855737,0.6363293052840591
PIXEL_0001,2018-03-06 00:00:00.000,274312.19215568824,763161.2566661848,cocoa,0.21813499679530002,0.7278776337349357,0.49392415333433215,0.36770206741004774,0.23053482157527608,0.42867611115601695,0.46628320231248294,0.679911152778362,0.6539769019436652,0.5827549718541121
PIXEL_0001,2018-03-14 00:00:00.000,274312.19215568824,763161.2566661848,cocoa,0.2942516851868189,0.7131574217924882,0.3741493884122969,0.44415012949641947,0.35215181701197784,0.3745560603101589,0.6030034642732043,0.6394423657269828,0.6308084517632456,0.7181819236430094
PIXEL_0001,2018-03-22 00:00:00.000,274312.19215568824,763161.2566661848,cocoa,0.3354376165978213,0.7927779388132603,0.43056476239030117,0.3430688009407254,0.2957411808524705,0.3841644281368931,0.5174349269422237,0.6223957825420863,0.6610217133904892,0.6630934970582815
PIXEL_0001,2018-03-30 00:00:00.000,274312.19215568824,763161.2566661848,cocoa,0.4026800343118333,0.7202916505184558,0.4083428812586118,0.43738803794405906,0.3042789020724848,0.3721187575362958,0.5175146958511574,0.6501643819561547,0.7293672570527696,0.6767142307582503
PIXEL_0001,2018-04-07 00:00:00.000,274312.19215568824,763161.2566661848,cocoa,0.2928612705023556,0.6213245381148309,0.5063919305765949,0.39603504275359075,0.22915267121088212,0.4169341546203926,0.6054963756013816,0.5513521117089598,0.7271018635092474,0.6448304367334861
PIXEL_0001,2018-04-15 00:00:00.000,274312.19215568824,763161.2566661848,cocoa,0.26122170882908224,0.7013838320706922,0.407061419684143,0.422882832688855,0.2964712746602195,0.3832640262882247,0.559092321513811,0.5993373584096507,0.6867047608007624,0.5944699682140585
PIXEL_0001,2018-04-23 00:00:00.000,274312.19215568824,763161.2566661848,cocoa,0.3699730238717387,0.7322342753017603,0.5024664230397133,0.3613303641904149,0.33502580063701326,0.4318562779245319,0.5779278423153941,0.6530646582675873,0.6011858406363133,0.6195290482684512
PIXEL_0001,2018-05-01 00:00:00.000,274312.19215568824,763161.2566661848,cocoa,0.3399691470666756,0.6003885983181899,0.5476834997144631,0.41660707032110145,0.3089254086016165,0.41125408592408313,0.5480899665282931,0.515976533304264,0.6934760581859627,0.6967332177233444
PIXEL_0001,2018-05-09 00:00:00.000,274312.19215568824,763161.2566661848,cocoa,0.3907867984267426,0.6302404484300771,0.44731048890247693,0.45217557773229466,0.25938495831952507,0.37578734658677443,0.47794788124446597,0.6126515194818811,0.5696522023430661,0.6884527007524316
PIXEL_0001,2018-05-17 00:00:00.000,274312.19215568824,763161.2566661848,cocoa,0.4599760729030556,0.6173330300607999,0.4338230659895499,0.3324682677726537,0.2595756488443032,0.3458278795258388,0.49064256242100196,0.5615920591959122,0.6143668607865677,0.6615768579836262
PIXEL_0001,2018-05-25 00:00:00.000,274312.19215568824,763161.2566661848,cocoa,0.3104992832907555,0.5632538664776358,0.4272504453740981,0.4290084997247269,0.3499240530438992,0.3686842881810814,0.5402781821718289,0.6292978003750406,0.5652555491517737,0.6697986204987166
PIXEL_0001,2018-06-02 00:00:00.000,274312.19215568824,763161.2566661848,cocoa,0.33258150116205876,0.6136653258669108,0.4363122371646382,0.384569745451942,0.21873380193580383,0.3679336516879023,0.4685383097060505,0.4828244140034785,0.6465793263313816,0.538272109573269
PIXEL_0001,2018-06-10 00:00:00.000,274312.19215568824,763161.2566661848,cocoa,0.2335924718419491,0.6516431043170993,0.4402793570677088,0.39826486054813603,0.30268910001986277,0.3163177056903657,0.4997228913743382,0.4388233829041463,0.5963038556379441,0.5871938980075868
PIXEL_0001,2018-06-18 00:00:00.000,274312.19215568824,763161.2566661848,cocoa,0.2964179331269002,0.548826391878733,0.34663021384140225,0.3476687544995588,0.35282825243599614,0.3029025604089798,0.4799163728344434,0.48436359073505586,0.5445989854555017,0.6043483059111114
PIXEL_0001,2018-06-26 00:00:00.000,274312.19215568824,763161.2566661848,cocoa,0.2533318562041895,0.6447485533770416,0.4382320873561834,0.2694599490699801,0.1945724349071293,0.24003904372634594,0.4221374080836214,0.43952125614352044,0.46873990407632043,0.5307159896208722
PIXEL_0001,2018-07-04 00:00:00.000,274312.19215568824,763161.2566661848,cocoa,0.27969397918779,0.582148265919286,0.2879034081288042,0.21575921116622043,0.28920781514848176,0.2630793335214189,0.41287855572582893,0.501872354447842,0.5361170938962151,0.4488955495110383
PIXEL_0001,2018-07-12 00:00:00.000,274312.19215568824,763161.2566661848,cocoa,0.3059947536802903,0.5430717842231738,0.2860924043570413,0.28969534796143626,0.2824734479075233,0.20834590038125364,0.41749664611829707,0.457197866472965,0.47551629573730336,0.5625920826365324
PIXEL_0001,2018-07-20 00:00:00.000,274312.19215568824,763161.2566661848,cocoa,0.234772776831049,0.43903777040292813,0.28190154771754805,0.3016012262553681,0.15626517213458543,0.3288102407556164,0.26196350382259886,0.3173581917468238,0.4002348601456656,0.3428403200024241
PIXEL_0001,2018-07-28 00:00:00.000,274312.19215568824,763161.2566661848,cocoa,0.1668993547595124,0.4475222337418232,0.3091780775306029,0.21362006989133225,0.11210304567141491,0.20044113371133698,0.33427425515096576,0.41029584134737973,0.3904687508271048,0.40466060610871823
PIXEL_0001,2018-08-05 00:00:00.000,274312.19215568824,763161.2566661848,cocoa,0.20895457488086036,0.3657331367706247,0.26658512451885275,0.2080584937398308,0.1604467006072901,0.251206073951658,0.2554452361311396,0.34283133816914807,0.40885892192640116,0.41336167755102704
PIXEL_0001,2018-08-13 00:00:00.000,274312.19215568824,763161.2566661848,cocoa,0.1,0.29693857367898147,0.2666635976835094,0.239402679003114,0.15144281791354308,0.24455548491502774,0.28305891819451684,0.3360617337096224,0.313240941596128,0.3361681763778159
PIXEL_0001,2018-08-21 00:00:00.000,274312.19215568824,763161.2566661848,cocoa,0.12274678024345437,0.32211148286313623,0.21374193349040352,0.28673396315437494,0.20504754194177088,0.1882870355797945,0.28135294176709846,0.24596845363725822,0.31459645582512413,0.21720019112516703
